DED_ID,X,Y,DiffAdd,LARent,SC1,Unempl,LowEduc,Age18_24,Age25_44,Age45_64,GenEl2004
4023,322789.0719,258223.612,6.370192,2.096436,9.284856,4.41447,0.285036,17.908654,24.639423,26.5625,60.490046
4024,327806.7196,238018.1214,7.110039,2.05506,13.749139,4.691593,0.18113,13.71468,24.121296,28.9915,61.980957
4025,312428.8854,247712.3648,3.78937,9.245283,5.462598,6.893004,0.225734,1.820866,26.13189,23.375984,57.732594
4026,320311.971,243938.1037,8.645125,0.496032,5.5839,4.111936,0.628366,9.126984,38.492063,15.504535,59.660107
4027,303593.844,236509.642,10.35503,1.098901,10.650888,1.257862,0,30.177515,24.260355,22.189349,54.740061
4028,320333.406,254870.4158,4.744614,5.988024,4.841443,5.891089,0.45403,16.315662,30.23481,21.423384,59.858929
4029,323553.5062,245010.9149,10.282144,4.558205,13.160386,3.746817,0.054795,14.466957,24.768036,30.71388,62.884704
4030,321510.5197,245462.9148,6.159937,2.077784,9.849565,3.027406,0.099206,11.939826,29.564529,24.038005,62.422916
4031,324294.3926,243964.4146,3.904555,0.224215,8.933149,3.297089,0.654613,20.390456,20.114376,33.18872,65.295455
4032,324042.4768,242399.382,4.044338,3.925845,5.811863,4.352617,0.359874,13.181546,21.240264,31.63571,60.69869
4033,325924.0341,254371.5087,7.308773,6.416838,3.950289,5.206827,0.247135,12.501849,34.295014,18.641811,59.317363
4034,324643.3241,260042.0631,10.181293,7.642206,8.342091,5.690849,0.301326,10.65423,34.971098,19.153967,62.799372
4035,324256.5202,239079.5098,8.173464,0.35229,9.495405,3.822036,0.321839,11.849105,27.535064,27.857488,64.646272
4036,316439.9852,245154.9058,10.299071,0.500536,4.899459,3.77907,0.082142,14.902521,37.70542,16.525467,61.203956
4037,316281.0311,247966.0122,6.315927,8.138489,3.932804,6.098765,0.306435,8.477666,36.267743,16.955333,55.789031
4038,316973.0734,249753.7627,20.983391,9.871723,7.268541,4.221565,0.342633,11.642822,43.841473,13.862852,56.304283
4039,319366.336,246514.6719,8.436674,0.641026,7.237243,3.786982,0.134409,7.623501,39.560886,14.006912,60.604192
4040,318234.0323,246366.7881,13.063764,4.097117,4.315708,6.407635,0.709995,8.475894,34.4479,22.317263,46.696035
4041,308527.2727,241743.3168,27.905199,1.089918,7.492355,10.329341,1.372998,9.785933,38.990826,12.920489,57.685242
4042,317395.9522,240570.0914,8.619685,2.242991,5.70763,3.747323,0.086655,10.483401,38.264415,16.191031,56.548536
5001,315968.5822,226661.2871,7.033925,0.42328,7.189542,3.174603,0.1443,20.417056,26.984127,27.606598,66.085193
5002,316691.3977,226731.6053,5.647558,0.268817,7.006369,4.337723,0.230282,9.2569,25.562633,33.248408,62.384045
5003,315339.1261,226466.1557,4.957725,0.252207,12.605688,2.493075,0,17.179093,25.941583,29.938509,66.116871
5004,316677.3219,227462.022,8.21284,0,14.632736,2.528736,0,7.229612,24.06015,26.836322,66.709929
5005,315942.7704,227399.5053,7.232704,13.311148,5.81761,5.03212,0.304414,13.155136,26.991614,24.947589,61.804223
5006,316536.2605,226097.7083,9.230056,0.567261,11.456401,2.570379,0.069589,15.723562,31.377551,26.368275,66.839677
5007,324608.0135,224598.091,5.621905,6.639428,6.961841,4.59899,0.12826,13.778037,26.303525,28.692106,55.507343
5008,319810.0334,229884.2802,16.101108,2.307692,20.879501,2.759044,0.389674,10.699446,38.123269,19.529086,53.051882
5009,321050.6716,227660.7336,13.159316,0.832342,18.865887,2.741152,0.053691,14.347435,34.869487,19.261926,59.195684
5010,320796.6582,228867.5361,13.240132,2.748414,23.711623,2.267574,0.043745,11.156798,31.167763,19.654605,62.291982
5011,319148.0388,230026.8638,12.669929,0,19.902121,2.771619,0,11.41925,31.919521,17.890158,61.987382
5012,322976.0644,228258.9681,11.824539,1.171875,17.577877,3.15493,0,11.888112,34.996821,23.267641,58.807115
5013,321877.6423,227829.9184,6.602113,0.570613,15.316901,2.747253,0.262123,11.663732,24.911972,25.528169,55.204557
5014,322555.812,228798.7524,15.324305,0.879765,21.168924,3.017833,0.10846,11.689237,30.506058,22.665716,57.029877
5015,322484.3091,227580.3977,7.679396,5.721717,11.624003,4.518329,0.174723,10.365086,32.396139,22.282837,59.69917
5016,321728.0106,228717.3164,11.814815,18.52861,14.074074,6.09375,2.342048,13.222222,30.962963,20.333333,58.341863
5017,320557.5672,229591.2389,16.378994,6.766917,21.15314,2.37366,0.217155,15.167095,30.407639,20.45538,55.138568
5018,324044.6159,225497.2179,5.484005,0,8.973826,3.962102,0.061275,10.926464,24.387204,26.422933,63.749424
5019,324152.4272,224406.6343,4.941682,13.422819,7.366483,7.354839,1.156337,15.070595,27.102517,26.365869,56.293072
5020,322716.9597,223454.1736,20.397351,0.306748,16.423841,3.389831,0,1.788079,44.370861,16.887417,58.315789
5021,323192.7602,226108.3455,5.964416,2.818887,9.3611,4.313563,0.240529,14.294379,28.467448,24.666397,57.726241
5022,315305.6537,228576.803,6.810897,15.5902,9.775641,4.464286,0.334076,5.36859,28.285256,20.272436,57.223265
5023,315517.6228,228929.2246,5.555556,0,17.728758,2.429907,0.232019,8.006536,22.712418,23.77451,67.428571
5024,315538.9404,227893.3872,6.962963,8.250227,4.592593,9.39759,1.033912,14.903704,30.548148,23.288889,46.323047
5025,315923.8878,229224.1015,6.642821,0.162338,16.555953,2.951192,0,6.080736,25.140521,23.607563,63.722397
5026,316611.5533,228773.83,9.47205,0,18.78882,2.1875,0,10.559006,23.990683,25.621118,65.906933
5027,318331.4574,229866.3227,32.460243,6.122449,10.009355,2.028986,0.140252,56.548176,17.633302,8.465856,54.267516
5028,316593.9383,229699.7204,10.639731,14.953271,7.340067,8.051948,0.535714,13.400673,28.148148,25.589226,57.078313
5029,317110.8417,230086.1818,14.254743,0.352734,25.528455,2.61233,0.085837,14.95935,33.116531,18.861789,50.192802
5030,318180.7615,228833.7084,9.771078,0.18315,20.938023,2.325581,0.176056,17.47627,21.105528,24.176438,67.602592
5031,317291.7667,229132.4643,15.789474,2.625,14.11863,3.975799,0.416915,13.116124,33.333333,17.919799,55.204082
5032,324947.7261,226105.6265,5.878285,0,14.591978,3.576751,0,10.304288,21.230982,30.77455,64.081931
5033,326069.4094,227287.4109,8.683314,2.366864,12.315551,6.068268,0.15674,9.307605,24.46084,25.312145,55.274522
5034,326766.4122,226547.8895,9.619377,6.361829,16.193772,5.820896,0.189394,7.958478,26.574394,26.15917,57.553957
5035,326384.9964,226067.4571,9.59596,11.99187,15.972222,4.046243,0.760778,10.479798,23.484848,27.462121,57.205882
5036,325742.609,226480.4888,6.411439,0.14556,18.035055,2.215509,0,11.854244,24.077491,24.907749,65.236052
5037,318815.8672,226449.5731,7.03893,7.668133,7.648447,5.166185,0.257806,16.869839,27.900118,27.939442,59.122299
5038,317692.0359,227862.9604,11.571962,0.801068,21.941103,2.352941,0,4.769805,32.144338,18.249689,63.429625
5039,317524.4626,226380.3585,6.540518,6.682028,12.340601,3.570012,0.032916,22.603867,23.755656,27.930893,52.491521
5040,316627.5064,228109.2698,7.576518,0,14.049172,4.509804,0.069252,3.913698,28.901154,23.482188,61.200667
5041,317435.1871,228528.0154,9.802513,16.024096,14.290844,4.883721,0.321543,14.075404,30.233393,20.969479,54.809748
5042,324457.6417,228248.4938,17.95709,1.690141,14.598881,5.92474,0,9.468284,38.106343,20.382463,51.781971
5043,324762.7386,227545.1228,9.793621,3.379953,14.258912,5.592654,0.790722,12.833021,24.840525,23.189493,68.941823
5044,324119.3031,227564.6366,12.403895,0.592885,15.940543,5.670103,0.36846,7.329575,28.549462,24.910302,49.634146
5045,323130.7672,227502.7635,9.692671,8.823529,3.262411,9.15493,0.253004,9.125296,33.522459,17.87234,55.300682
5046,323244.8827,227794.2421,10.623842,33.175355,5.929586,10.291859,0.392542,8.770846,28.844966,16.924027,53.496504
5047,324613.9846,226679.7078,5.328135,12.995595,10.103964,5.828652,0.342298,15.789474,25.308642,23.22937,60.370995
5048,323988.8214,226170.547,7.348703,25.607064,4.827089,8.291874,0.192123,0.144092,24.207493,22.838617,60.355987
5049,323596.1114,227070.4814,4.178404,18.443804,3.239437,9.118541,1.298701,10.704225,29.43662,21.502347,56.321839
5050,325521.0476,227276.0166,9.385802,10.431655,18.771603,4.142012,0.039002,10.741824,24.541345,25.25924,69.515963
5051,323459.2661,228413.8831,17.011927,12.244898,22.222222,6.866953,0.33389,2.824859,40.615191,21.155053,47.391304
5052,324040.6702,228426.699,13.130305,30.520646,6.939591,11.255411,0.40568,11.982027,30.304543,20.419371,50.433168
5053,322348.4562,226208.6437,6.715165,1.372213,17.23559,2.300242,0,11.47174,23.726917,24.062675,63.722584
5054,322300.8991,225227.2843,7.586777,0.441258,18.760331,2.855078,0,14.991736,26.082645,24.347107,56.3543
5055,321761.9675,226903.155,8.164048,0.492005,21.502491,2.671119,0.117855,3.986202,23.380606,25.450364,66.866636
5056,321224.2798,226169.3379,10.763359,0.510204,21.908397,2.356902,0.119904,9.770992,23.282443,29.541985,61.784038
5057,318734.1945,222065.1345,8.834989,8.43099,11.835184,4.473788,0.255061,10.111046,41.009156,12.380674,68.225261
5058,325386.6575,225077.1183,6.661046,2.374169,17.003935,2.906977,0.083472,6.408094,22.653176,30.185497,59.315238
5059,325207.2491,223465.6388,7.22806,25.688073,5.609202,9.610314,0.251429,16.841806,30.673104,19.809713,46.186699
5060,323320.8413,220738.8815,8.86133,8.188021,11.116122,5.560976,0.217234,5.456595,32.378805,19.594138,60.31901
5061,325538.7969,222601.8293,6.599713,32.214061,6.169297,9.334163,0.320954,13.285509,27.345768,21.750359,53.294574
5062,325965.4163,220750.5287,7.92935,0.609385,8.117249,4.672897,0.205279,11.029688,35.024427,19.579106,59.930685
5063,318710.6787,228607.3799,7.718696,0.104384,21.475129,2.558315,0.050994,8.542024,22.778731,24.185249,67.526189
5064,318862.2853,227442.4078,8.543592,0.075643,14.339246,2.503756,0.071788,14.014489,27.829128,22.73295,62.227677
5065,320514.6427,226694.419,7.915324,0.466563,17.855499,3.271028,0.069204,14.588127,23.055683,28.07179,57.635468
5066,319874.304,227267.0538,8.465051,3.440095,17.562346,2.106028,0.157812,11.204777,30.277485,19.142957,64.307966
5067,319645.0837,228710.9425,8.789861,2.030457,22.649223,1.98915,0,12.837285,24.775143,23.13982,65.665666
5068,320287.9139,228243.3374,9.577314,2.448211,18.512574,4.725275,1.811024,8.82825,32.477261,20.599251,69.935576
5069,314568.9859,221883.6931,8.157525,2.325581,4.360056,4.615385,0.308642,24.19128,18.706048,18.706048,44.851259
